Time;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18
06_12_2022_01_15_59;78.0;43.0;78.0;90.0;0.0;29.0;54.0;41.0;70.0;35.0;96.0;93.0;93.0;89.0;100.0;100.0;100.0;100.0
06_12_2022_01_21_23;77.0;41.0;71.0;83.0;5.0;29.0;54.0;40.0;65.0;35.0;97.0;93.0;93.0;89.0;100.0;100.0;100.0;100.0
06_12_2022_01_26_47;78.0;43.0;78.0;90.0;0.0;29.0;54.0;40.0;65.0;35.0;96.0;93.0;93.0;89.0;100.0;100.0;100.0;100.0
06_12_2022_01_32_11;78.0;43.0;78.0;90.0;0.0;29.0;54.0;40.0;65.0;35.0;88.0;89.0;93.0;89.0;100.0;100.0;100.0;100.0
06_12_2022_01_37_35;78.0;43.0;78.0;90.0;0.0;29.0;54.0;40.0;65.0;35.0;75.0;83.0;93.0;89.0;100.0;100.0;100.0;100.0
06_12_2022_01_42_59;78.0;43.0;78.0;90.0;0.0;29.0;54.0;40.0;65.0;35.0;75.0;83.0;93.0;89.0;100.0;100.0;100.0;100.0
06_12_2022_01_48_23;77.0;43.0;77.0;90.0;0.0;29.0;54.0;41.0;65.0;35.0;75.0;83.0;93.0;89.0;100.0;100.0;100.0;100.0
06_12_2022_01_53_47;78.0;43.0;78.0;90.0;0.0;29.0;54.0;40.0;65.0;35.0;75.0;83.0;93.0;89.0;100.0;100.0;100.0;100.0
06_12_2022_01_59_11;78.0;43.0;78.0;90.0;0.0;29.0;54.0;40.0;65.0;35.0;75.0;83.0;93.0;89.0;100.0;100.0;99.0;98.0
06_12_2022_02_04_35;76.0;43.0;77.0;90.0;0.0;29.0;54.0;40.0;65.0;35.0;75.0;83.0;93.0;89.0;100.0;100.0;100.0;100.0
07_12_2022_14_43_18;90.0;67.0;51.0;93.0;25.0;61.0;86.0;0.0;58.0;93.0;98.0;93.0;94.0;94.0;88.0;99.0;100.0;100.0
07_12_2022_14_48_25;90.0;65.0;50.0;91.0;25.0;62.0;86.0;0.0;57.0;94.0;98.0;93.0;94.0;94.0;88.0;99.0;100.0;100.0
07_12_2022_14_58_03;88.0;63.0;49.0;93.0;25.0;68.0;86.0;0.0;58.0;94.0;98.0;93.0;94.0;94.0;89.0;100.0;100.0;100.0
07_12_2022_15_08_52;89.0;66.0;51.0;91.0;25.0;68.0;86.0;0.0;58.0;94.0;98.0;93.0;94.0;94.0;89.0;100.0;100.0;100.0
07_12_2022_15_13_59;90.0;65.0;43.0;91.0;25.0;72.0;86.0;0.0;50.0;94.0;98.0;93.0;93.0;94.0;89.0;100.0;100.0;100.0
07_12_2022_15_19_08;90.0;66.0;39.0;90.0;25.0;73.0;86.0;0.0;40.0;93.0;97.0;95.0;89.0;91.0;88.0;99.0;98.0;97.0
07_12_2022_15_32_20;91.0;65.0;39.0;89.0;25.0;73.0;82.0;6.0;41.0;94.0;98.0;93.0;91.0;94.0;89.0;100.0;100.0;100.0
07_12_2022_15_42_25;91.0;67.0;39.0;88.0;25.0;81.0;86.0;0.0;78.0;94.0;98.0;94.0;94.0;94.0;94.0;100.0;100.0;100.0
07_12_2022_15_49_43;89.0;67.0;39.0;87.0;25.0;80.0;86.0;4.0;78.0;86.0;92.0;91.0;94.0;94.0;94.0;100.0;100.0;100.0
07_12_2022_17_34_40;93.0;71.0;41.0;90.0;25.0;81.0;86.0;0.0;29.0;47.0;98.0;67.0;94.0;94.0;93.0;100.0;100.0;100.0
07_12_2022_17_39_46;95.0;72.0;39.0;91.0;25.0;81.0;86.0;0.0;29.0;47.0;98.0;67.0;94.0;94.0;92.0;100.0;100.0;100.0
07_12_2022_17_40_56;95.0;72.0;39.0;91.0;25.0;81.0;86.0;0.0;29.0;47.0;98.0;67.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_17_44_50;95.0;70.0;39.0;89.0;25.0;81.0;86.0;0.0;29.0;47.0;98.0;67.0;94.0;94.0;92.0;100.0;100.0;100.0
07_12_2022_17_46_01;94.0;72.0;39.0;89.0;25.0;81.0;86.0;0.0;29.0;47.0;98.0;67.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_17_49_55;95.0;72.0;39.0;86.0;25.0;81.0;86.0;0.0;29.0;47.0;98.0;67.0;94.0;94.0;92.0;100.0;100.0;100.0
07_12_2022_17_51_05;95.0;71.0;39.0;86.0;25.0;81.0;86.0;0.0;29.0;47.0;98.0;67.0;94.0;94.0;92.0;100.0;100.0;100.0
07_12_2022_17_55_01;94.0;71.0;40.0;85.0;25.0;81.0;86.0;0.0;29.0;46.0;97.0;67.0;94.0;94.0;92.0;100.0;100.0;100.0
07_12_2022_17_56_11;93.0;71.0;43.0;86.0;25.0;80.0;86.0;0.0;28.0;43.0;92.0;66.0;94.0;94.0;92.0;100.0;100.0;100.0
07_12_2022_18_00_08;92.0;71.0;48.0;83.0;25.0;80.0;85.0;0.0;36.0;36.0;86.0;66.0;87.0;89.0;86.0;94.0;93.0;97.0
07_12_2022_18_01_19;94.0;72.0;48.0;80.0;25.0;81.0;85.0;0.0;40.0;38.0;89.0;75.0;89.0;87.0;84.0;94.0;95.0;98.0
07_12_2022_18_05_14;94.0;72.0;48.0;75.0;25.0;81.0;86.0;0.0;44.0;40.0;98.0;89.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_18_06_24;93.0;72.0;48.0;75.0;25.0;81.0;86.0;0.0;41.0;39.0;98.0;89.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_18_10_19;92.0;72.0;48.0;75.0;25.0;81.0;86.0;0.0;33.0;37.0;97.0;85.0;93.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_18_11_29;92.0;69.0;47.0;74.0;25.0;81.0;86.0;0.0;33.0;33.0;98.0;81.0;93.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_18_15_23;89.0;69.0;47.0;74.0;25.0;81.0;86.0;0.0;33.0;29.0;98.0;67.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_18_16_33;88.0;69.0;47.0;74.0;25.0;81.0;86.0;0.0;33.0;29.0;98.0;67.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_18_20_28;94.0;72.0;48.0;75.0;25.0;81.0;86.0;0.0;26.0;29.0;98.0;67.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_18_21_38;94.0;72.0;48.0;75.0;25.0;81.0;85.0;3.0;23.0;29.0;98.0;64.0;91.0;93.0;91.0;100.0;100.0;100.0
07_12_2022_18_25_32;93.0;72.0;48.0;76.0;25.0;76.0;80.0;12.0;22.0;28.0;90.0;59.0;85.0;93.0;91.0;100.0;98.0;98.0
07_12_2022_18_26_43;92.0;71.0;48.0;77.0;25.0;78.0;81.0;8.0;25.0;29.0;84.0;64.0;89.0;94.0;91.0;100.0;100.0;99.0
07_12_2022_18_30_37;92.0;71.0;48.0;77.0;25.0;80.0;83.0;1.0;36.0;21.0;93.0;78.0;93.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_18_31_47;93.0;72.0;48.0;78.0;25.0;80.0;86.0;0.0;37.0;14.0;98.0;77.0;93.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_18_35_43;92.0;72.0;48.0;77.0;25.0;81.0;85.0;2.0;37.0;12.0;98.0;66.0;93.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_18_36_53;92.0;72.0;48.0;78.0;25.0;81.0;86.0;2.0;34.0;10.0;98.0;67.0;93.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_18_40_48;93.0;72.0;48.0;78.0;25.0;81.0;86.0;0.0;25.0;5.0;98.0;67.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_18_41_59;93.0;72.0;48.0;78.0;25.0;81.0;86.0;0.0;25.0;9.0;98.0;67.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_18_45_55;93.0;72.0;48.0;78.0;25.0;81.0;86.0;0.0;25.0;16.0;98.0;67.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_18_47_06;92.0;72.0;48.0;78.0;25.0;81.0;86.0;0.0;25.0;13.0;98.0;67.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_18_51_00;93.0;72.0;48.0;77.0;25.0;81.0;86.0;0.0;25.0;0.0;87.0;64.0;92.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_18_52_11;93.0;72.0;48.0;78.0;25.0;81.0;86.0;0.0;25.0;1.0;84.0;64.0;92.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_18_56_06;92.0;72.0;47.0;76.0;25.0;81.0;86.0;0.0;24.0;0.0;84.0;67.0;94.0;93.0;91.0;100.0;100.0;100.0
07_12_2022_18_57_17;93.0;72.0;47.0;75.0;25.0;81.0;86.0;0.0;23.0;0.0;84.0;67.0;94.0;93.0;91.0;100.0;100.0;100.0
07_12_2022_19_01_12;93.0;72.0;48.0;74.0;25.0;81.0;86.0;0.0;19.0;0.0;84.0;67.0;94.0;94.0;91.0;100.0;99.0;100.0
07_12_2022_19_02_23;93.0;72.0;48.0;74.0;25.0;81.0;86.0;0.0;19.0;0.0;84.0;67.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_19_06_18;93.0;71.0;48.0;74.0;25.0;81.0;86.0;0.0;19.0;0.0;84.0;67.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_19_07_29;93.0;72.0;48.0;74.0;25.0;81.0;86.0;0.0;19.0;0.0;84.0;67.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_19_11_23;93.0;72.0;48.0;74.0;25.0;81.0;86.0;0.0;19.0;0.0;84.0;67.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_19_12_33;93.0;71.0;48.0;74.0;25.0;81.0;86.0;0.0;19.0;0.0;84.0;67.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_19_16_29;91.0;71.0;56.0;74.0;25.0;76.0;85.0;4.0;27.0;8.0;81.0;63.0;93.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_19_17_40;91.0;72.0;57.0;74.0;25.0;76.0;85.0;5.0;32.0;15.0;76.0;58.0;93.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_19_21_36;91.0;72.0;57.0;74.0;25.0;79.0;84.0;4.0;43.0;39.0;69.0;47.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_19_22_47;90.0;72.0;56.0;75.0;25.0;79.0;83.0;4.0;43.0;48.0;69.0;47.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_19_26_42;91.0;72.0;56.0;79.0;26.0;76.0;83.0;13.0;38.0;50.0;69.0;44.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_19_27_52;92.0;72.0;56.0;81.0;27.0;77.0;84.0;12.0;31.0;36.0;67.0;44.0;93.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_19_31_48;92.0;71.0;56.0;87.0;32.0;80.0;84.0;1.0;12.0;2.0;68.0;50.0;92.0;94.0;90.0;100.0;100.0;100.0
07_12_2022_19_32_58;93.0;71.0;57.0;86.0;32.0;81.0;85.0;0.0;13.0;1.0;68.0;53.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_19_36_53;94.0;72.0;57.0;88.0;32.0;81.0;86.0;0.0;20.0;0.0;69.0;60.0;94.0;94.0;91.0;100.0;99.0;100.0
07_12_2022_19_38_04;93.0;72.0;57.0;88.0;32.0;81.0;86.0;0.0;22.0;0.0;69.0;60.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_19_42_00;93.0;71.0;57.0;89.0;32.0;81.0;86.0;0.0;22.0;0.0;67.0;59.0;93.0;93.0;91.0;100.0;100.0;99.0
07_12_2022_19_43_10;94.0;71.0;57.0;89.0;32.0;81.0;86.0;0.0;22.0;1.0;63.0;58.0;93.0;93.0;91.0;100.0;100.0;100.0
07_12_2022_19_47_05;94.0;72.0;57.0;90.0;32.0;81.0;86.0;0.0;22.0;0.0;58.0;60.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_19_48_16;94.0;72.0;57.0;90.0;32.0;81.0;86.0;0.0;22.0;0.0;58.0;57.0;93.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_19_52_12;94.0;72.0;57.0;90.0;32.0;81.0;86.0;0.0;22.0;0.0;59.0;51.0;93.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_19_53_23;93.0;72.0;57.0;90.0;32.0;81.0;86.0;0.0;22.0;0.0;59.0;51.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_19_57_18;93.0;71.0;56.0;90.0;32.0;81.0;86.0;0.0;22.0;0.0;59.0;51.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_19_58_29;93.0;71.0;56.0;88.0;32.0;81.0;86.0;0.0;22.0;0.0;59.0;51.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_20_02_24;94.0;72.0;57.0;81.0;32.0;81.0;86.0;0.0;22.0;0.0;59.0;51.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_20_07_29;94.0;71.0;57.0;77.0;32.0;81.0;86.0;0.0;22.0;0.0;57.0;51.0;92.0;92.0;91.0;100.0;100.0;100.0
07_12_2022_20_12_35;95.0;71.0;57.0;76.0;32.0;81.0;86.0;0.0;22.0;0.0;50.0;51.0;93.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_20_17_41;93.0;71.0;56.0;74.0;32.0;81.0;86.0;0.0;23.0;0.0;50.0;35.0;90.0;91.0;91.0;99.0;99.0;98.0
07_12_2022_20_22_47;94.0;72.0;56.0;72.0;32.0;81.0;85.0;0.0;27.0;0.0;50.0;32.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_20_27_54;94.0;71.0;57.0;72.0;32.0;78.0;84.0;5.0;27.0;7.0;42.0;32.0;92.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_20_32_59;93.0;70.0;63.0;72.0;32.0;80.0;85.0;1.0;36.0;4.0;37.0;53.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_20_38_05;95.0;72.0;65.0;72.0;32.0;81.0;86.0;0.0;37.0;0.0;38.0;56.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_20_43_11;94.0;72.0;65.0;72.0;32.0;81.0;87.0;0.0;37.0;0.0;38.0;56.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_20_48_17;95.0;72.0;65.0;72.0;32.0;81.0;86.0;0.0;37.0;0.0;38.0;56.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_20_53_22;94.0;72.0;65.0;72.0;32.0;80.0;86.0;0.0;37.0;0.0;38.0;56.0;94.0;94.0;91.0;100.0;99.0;100.0
07_12_2022_20_58_28;94.0;71.0;65.0;71.0;32.0;81.0;86.0;0.0;37.0;0.0;38.0;56.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_21_03_35;92.0;70.0;61.0;68.0;31.0;81.0;86.0;0.0;37.0;0.0;38.0;56.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_21_08_41;94.0;72.0;65.0;72.0;32.0;81.0;86.0;0.0;37.0;0.0;38.0;56.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_21_13_47;94.0;72.0;65.0;72.0;32.0;81.0;86.0;0.0;37.0;0.0;38.0;56.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_21_18_53;92.0;72.0;64.0;71.0;32.0;81.0;85.0;1.0;42.0;0.0;38.0;56.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_21_23_59;93.0;72.0;65.0;73.0;32.0;81.0;86.0;0.0;45.0;0.0;38.0;52.0;91.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_21_29_05;94.0;72.0;65.0;73.0;32.0;81.0;86.0;0.0;45.0;0.0;34.0;44.0;93.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_21_34_11;94.0;72.0;65.0;73.0;32.0;81.0;86.0;0.0;45.0;0.0;28.0;44.0;93.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_21_39_17;93.0;72.0;65.0;73.0;32.0;81.0;86.0;0.0;45.0;0.0;27.0;44.0;92.0;93.0;91.0;100.0;100.0;100.0
07_12_2022_21_44_23;92.0;72.0;64.0;73.0;32.0;81.0;86.0;0.0;45.0;0.0;22.0;44.0;93.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_21_49_29;93.0;72.0;65.0;73.0;32.0;81.0;86.0;0.0;45.0;0.0;22.0;44.0;93.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_21_54_37;93.0;72.0;64.0;72.0;32.0;81.0;86.0;0.0;44.0;3.0;16.0;39.0;88.0;93.0;91.0;100.0;100.0;100.0
07_12_2022_21_59_43;92.0;72.0;65.0;73.0;32.0;81.0;86.0;0.0;45.0;32.0;0.0;27.0;92.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_22_04_50;93.0;72.0;65.0;73.0;32.0;81.0;86.0;0.0;45.0;33.0;0.0;24.0;93.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_22_09_56;93.0;72.0;65.0;73.0;32.0;81.0;86.0;0.0;45.0;32.0;0.0;24.0;93.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_22_15_02;93.0;72.0;65.0;73.0;32.0;81.0;86.0;0.0;45.0;32.0;0.0;24.0;93.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_22_20_09;92.0;72.0;65.0;73.0;32.0;81.0;86.0;0.0;45.0;32.0;0.0;24.0;93.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_22_25_16;92.0;70.0;66.0;71.0;31.0;79.0;84.0;1.0;44.0;48.0;1.0;1.0;85.0;92.0;90.0;100.0;99.0;99.0
07_12_2022_22_30_23;92.0;72.0;74.0;65.0;32.0;79.0;86.0;0.0;44.0;54.0;0.0;0.0;91.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_22_35_29;92.0;71.0;74.0;65.0;32.0;68.0;86.0;0.0;45.0;49.0;0.0;0.0;93.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_22_40_36;91.0;71.0;74.0;65.0;32.0;68.0;86.0;0.0;45.0;49.0;0.0;0.0;92.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_22_45_43;91.0;72.0;74.0;65.0;32.0;68.0;86.0;0.0;45.0;49.0;0.0;0.0;92.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_22_50_50;90.0;72.0;74.0;65.0;32.0;68.0;86.0;0.0;45.0;55.0;0.0;0.0;92.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_22_55_58;91.0;71.0;76.0;64.0;32.0;68.0;86.0;0.0;45.0;58.0;0.0;0.0;91.0;93.0;90.0;100.0;100.0;100.0
07_12_2022_23_01_04;89.0;71.0;83.0;65.0;32.0;68.0;86.0;0.0;45.0;59.0;0.0;0.0;93.0;93.0;91.0;100.0;100.0;100.0
07_12_2022_23_06_12;86.0;69.0;80.0;64.0;31.0;67.0;86.0;0.0;45.0;59.0;0.0;0.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_23_11_19;89.0;70.0;83.0;65.0;31.0;62.0;85.0;0.0;45.0;59.0;0.0;0.0;93.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_23_16_26;91.0;72.0;83.0;66.0;32.0;63.0;85.0;0.0;45.0;59.0;0.0;0.0;94.0;94.0;90.0;100.0;100.0;100.0
07_12_2022_23_21_34;93.0;72.0;83.0;66.0;32.0;63.0;86.0;0.0;45.0;59.0;0.0;0.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_23_26_42;89.0;71.0;82.0;68.0;32.0;63.0;86.0;0.0;45.0;59.0;0.0;0.0;94.0;93.0;89.0;99.0;99.0;98.0
07_12_2022_23_31_49;91.0;72.0;83.0;69.0;32.0;63.0;86.0;0.0;45.0;59.0;0.0;0.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_23_36_57;91.0;71.0;83.0;69.0;32.0;63.0;86.0;0.0;45.0;59.0;0.0;0.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_23_42_04;90.0;71.0;79.0;69.0;32.0;63.0;86.0;0.0;45.0;59.0;0.0;0.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_23_47_10;92.0;72.0;67.0;68.0;32.0;63.0;86.0;0.0;45.0;59.0;0.0;0.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_23_52_18;93.0;71.0;67.0;71.0;32.0;63.0;86.0;0.0;45.0;59.0;0.0;0.0;94.0;94.0;91.0;100.0;100.0;100.0
07_12_2022_23_57_27;94.0;72.0;67.0;75.0;32.0;63.0;86.0;0.0;45.0;59.0;0.0;0.0;94.0;94.0;91.0;100.0;100.0;100.0
08_12_2022_00_02_34;93.0;72.0;67.0;76.0;32.0;63.0;86.0;0.0;45.0;59.0;0.0;0.0;94.0;94.0;91.0;100.0;100.0;100.0
08_12_2022_00_07_41;93.0;71.0;66.0;75.0;32.0;63.0;86.0;0.0;45.0;59.0;0.0;0.0;94.0;94.0;91.0;100.0;100.0;100.0
08_12_2022_00_12_48;94.0;72.0;67.0;76.0;32.0;63.0;86.0;0.0;45.0;59.0;0.0;0.0;94.0;94.0;91.0;100.0;100.0;100.0
08_12_2022_00_17_57;94.0;72.0;67.0;76.0;32.0;63.0;86.0;0.0;45.0;59.0;0.0;0.0;94.0;94.0;91.0;100.0;100.0;100.0
08_12_2022_00_23_05;94.0;72.0;67.0;76.0;32.0;63.0;86.0;0.0;45.0;59.0;0.0;0.0;94.0;94.0;91.0;100.0;100.0;100.0
15_12_2022_17_27_40;50.0;84.0;88.0;84.0;80.0;87.0;96.0;97.0;96.0;93.0;100.0;77.0;97.0;94.0;90.0;54.0;0.0;93.0
15_12_2022_17_32_56;48.0;83.0;87.0;84.0;79.0;87.0;96.0;97.0;96.0;93.0;100.0;77.0;97.0;94.0;90.0;53.0;0.0;93.0
15_12_2022_17_38_05;49.0;84.0;87.0;84.0;79.0;87.0;95.0;97.0;96.0;93.0;100.0;77.0;97.0;94.0;90.0;52.0;0.0;93.0
15_12_2022_17_43_13;49.0;82.0;86.0;84.0;79.0;87.0;95.0;97.0;96.0;93.0;100.0;77.0;97.0;93.0;90.0;52.0;0.0;93.0
15_12_2022_17_48_27;49.0;84.0;87.0;84.0;79.0;87.0;95.0;97.0;96.0;93.0;100.0;77.0;97.0;94.0;90.0;52.0;0.0;93.0
15_12_2022_17_53_33;49.0;83.0;87.0;84.0;79.0;87.0;95.0;97.0;96.0;93.0;99.0;76.0;97.0;94.0;90.0;52.0;0.0;93.0
15_12_2022_17_58_39;51.0;83.0;87.0;85.0;79.0;87.0;96.0;97.0;90.0;91.0;100.0;68.0;96.0;93.0;90.0;52.0;0.0;93.0
15_12_2022_18_03_45;52.0;83.0;87.0;85.0;79.0;87.0;95.0;97.0;90.0;93.0;100.0;65.0;97.0;93.0;90.0;51.0;0.0;93.0
15_12_2022_18_08_51;52.0;83.0;87.0;85.0;79.0;87.0;95.0;97.0;90.0;93.0;100.0;65.0;97.0;93.0;90.0;51.0;0.0;93.0
15_12_2022_18_13_57;52.0;84.0;87.0;84.0;79.0;87.0;96.0;97.0;90.0;93.0;100.0;65.0;97.0;93.0;90.0;51.0;0.0;93.0
15_12_2022_18_19_04;52.0;84.0;87.0;85.0;79.0;87.0;96.0;97.0;90.0;93.0;100.0;68.0;96.0;91.0;88.0;52.0;0.0;93.0
15_12_2022_18_24_10;52.0;83.0;87.0;84.0;79.0;87.0;95.0;97.0;83.0;93.0;100.0;73.0;97.0;93.0;90.0;51.0;0.0;93.0
15_12_2022_18_29_17;52.0;84.0;87.0;85.0;79.0;87.0;96.0;97.0;81.0;93.0;100.0;73.0;97.0;93.0;90.0;51.0;0.0;93.0
15_12_2022_18_34_23;52.0;83.0;88.0;85.0;80.0;87.0;95.0;97.0;81.0;93.0;100.0;73.0;97.0;93.0;90.0;52.0;0.0;93.0
15_12_2022_18_39_30;52.0;84.0;87.0;73.0;78.0;87.0;96.0;97.0;81.0;92.0;99.0;76.0;97.0;92.0;89.0;51.0;0.0;92.0
15_12_2022_18_44_36;50.0;82.0;86.0;70.0;77.0;87.0;96.0;97.0;81.0;93.0;100.0;77.0;97.0;93.0;90.0;51.0;0.0;93.0
15_12_2022_18_49_43;52.0;84.0;88.0;71.0;78.0;87.0;96.0;97.0;81.0;93.0;100.0;77.0;97.0;93.0;90.0;52.0;0.0;93.0
15_12_2022_18_54_50;52.0;84.0;88.0;71.0;77.0;87.0;96.0;97.0;81.0;93.0;100.0;77.0;97.0;93.0;90.0;51.0;0.0;93.0
15_12_2022_18_59_57;52.0;83.0;88.0;69.0;78.0;87.0;96.0;97.0;76.0;92.0;99.0;73.0;97.0;93.0;90.0;45.0;0.0;93.0
15_12_2022_19_05_04;52.0;84.0;89.0;62.0;78.0;87.0;96.0;97.0;65.0;93.0;100.0;71.0;97.0;93.0;90.0;38.0;0.0;93.0
15_12_2022_19_10_10;52.0;84.0;89.0;60.0;78.0;87.0;96.0;97.0;65.0;93.0;100.0;69.0;97.0;93.0;90.0;38.0;0.0;93.0
15_12_2022_19_15_17;52.0;84.0;89.0;62.0;78.0;87.0;96.0;97.0;63.0;92.0;100.0;69.0;97.0;93.0;90.0;38.0;0.0;93.0
15_12_2022_19_20_23;52.0;84.0;90.0;63.0;79.0;87.0;96.0;97.0;52.0;93.0;100.0;75.0;97.0;93.0;90.0;38.0;0.0;93.0
15_12_2022_19_25_30;52.0;84.0;90.0;63.0;78.0;87.0;97.0;97.0;52.0;93.0;99.0;78.0;97.0;93.0;90.0;37.0;0.0;91.0
15_12_2022_19_30_37;52.0;84.0;90.0;63.0;79.0;87.0;97.0;97.0;52.0;93.0;100.0;78.0;97.0;93.0;90.0;32.0;0.0;93.0
15_12_2022_19_35_45;52.0;84.0;90.0;63.0;79.0;87.0;96.0;97.0;52.0;93.0;100.0;79.0;97.0;93.0;90.0;35.0;0.0;93.0
15_12_2022_19_40_52;64.0;83.0;88.0;68.0;78.0;87.0;97.0;97.0;52.0;93.0;100.0;78.0;97.0;93.0;90.0;32.0;0.0;93.0
15_12_2022_19_45_59;69.0;84.0;90.0;70.0;78.0;87.0;97.0;97.0;52.0;93.0;100.0;78.0;97.0;93.0;90.0;32.0;0.0;93.0
15_12_2022_19_51_06;69.0;84.0;90.0;70.0;78.0;87.0;97.0;97.0;52.0;93.0;100.0;78.0;97.0;93.0;90.0;52.0;0.0;93.0
15_12_2022_19_56_12;69.0;83.0;89.0;70.0;79.0;87.0;96.0;97.0;52.0;93.0;100.0;61.0;96.0;93.0;89.0;21.0;0.0;93.0
15_12_2022_20_01_19;71.0;83.0;89.0;70.0;78.0;87.0;96.0;97.0;52.0;92.0;100.0;60.0;97.0;93.0;90.0;0.0;0.0;93.0
15_12_2022_20_06_26;72.0;84.0;89.0;69.0;76.0;90.0;97.0;97.0;52.0;93.0;100.0;62.0;97.0;93.0;90.0;0.0;0.0;93.0
15_12_2022_20_11_33;72.0;84.0;90.0;70.0;78.0;91.0;97.0;97.0;52.0;93.0;100.0;62.0;97.0;93.0;90.0;0.0;0.0;93.0
15_12_2022_20_16_41;70.0;82.0;89.0;69.0;78.0;91.0;97.0;97.0;52.0;93.0;100.0;62.0;97.0;93.0;90.0;0.0;0.0;93.0
15_12_2022_20_21_49;72.0;83.0;89.0;69.0;78.0;91.0;97.0;97.0;52.0;93.0;100.0;62.0;97.0;93.0;90.0;0.0;0.0;93.0
15_12_2022_20_26_56;72.0;84.0;90.0;60.0;78.0;91.0;97.0;97.0;52.0;93.0;100.0;62.0;97.0;93.0;90.0;0.0;0.0;93.0
