Time;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18
30_12_2022_14_36_04;65.0;0.0;30.0;48.0;18.0;46.0;76.0;30.0;95.0;1.0;2.0;29.0;6.0;9.0;79.0;23.0;0.0;100.0
30_12_2022_14_41_04;66.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;33.0;0.0;0.0;94.0;23.0;0.0;99.0
30_12_2022_14_46_04;66.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;33.0;0.0;0.0;95.0;24.0;1.0;99.0
30_12_2022_14_51_04;66.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;33.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_14_56_04;66.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;33.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_15_01_04;66.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;33.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_15_06_04;66.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;33.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_15_11_04;66.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;33.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_15_16_04;66.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;33.0;0.0;0.0;95.0;23.0;0.0;100.0
30_12_2022_15_21_04;66.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;33.0;0.0;0.0;95.0;23.0;0.0;100.0
30_12_2022_15_26_04;66.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;33.0;0.0;0.0;95.0;23.0;0.0;100.0
30_12_2022_15_31_04;66.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;33.0;0.0;0.0;95.0;23.0;0.0;100.0
30_12_2022_15_36_04;66.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;33.0;0.0;0.0;95.0;23.0;0.0;100.0
30_12_2022_15_41_04;66.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;33.0;0.0;0.0;95.0;23.0;0.0;100.0
30_12_2022_15_46_04;66.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;33.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_15_51_04;66.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;33.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_15_56_04;66.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;33.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_16_01_04;66.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;33.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_16_06_04;65.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;33.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_16_11_04;65.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;32.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_16_16_04;65.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;32.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_16_21_04;65.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;32.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_16_26_04;65.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;32.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_16_31_04;65.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;32.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_16_36_04;65.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;32.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_16_41_04;65.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;32.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_16_46_04;65.0;0.0;31.0;49.0;18.0;46.0;76.0;30.0;98.0;0.0;0.0;32.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_16_51_04;65.0;0.0;31.0;49.0;18.0;46.0;76.0;29.0;98.0;0.0;0.0;32.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_16_56_04;65.0;0.0;31.0;49.0;18.0;46.0;76.0;29.0;98.0;0.0;0.0;32.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_17_01_04;65.0;0.0;31.0;49.0;18.0;46.0;76.0;29.0;98.0;0.0;0.0;32.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_17_06_04;65.0;0.0;31.0;49.0;18.0;46.0;76.0;29.0;98.0;0.0;0.0;32.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_17_11_04;65.0;0.0;31.0;49.0;18.0;46.0;76.0;29.0;98.0;0.0;0.0;32.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_17_16_04;65.0;0.0;31.0;49.0;18.0;46.0;76.0;29.0;98.0;0.0;0.0;32.0;0.0;0.0;95.0;24.0;0.0;100.0
30_12_2022_17_21_04;65.0;0.0;31.0;48.0;18.0;46.0;76.0;29.0;98.0;0.0;0.0;32.0;0.0;0.0;94.0;24.0;0.0;100.0
30_12_2022_17_26_04;65.0;0.0;31.0;48.0;18.0;46.0;76.0;29.0;98.0;0.0;0.0;32.0;0.0;0.0;94.0;24.0;0.0;100.0
02_01_2023_00_06_13;64.0;0.0;29.0;47.0;17.0;44.0;75.0;28.0;97.0;0.0;0.0;31.0;0.0;0.0;94.0;23.0;0.0;100.0
02_01_2023_00_11_13;64.0;0.0;29.0;47.0;16.0;44.0;75.0;28.0;97.0;0.0;0.0;31.0;0.0;0.0;94.0;22.0;0.0;100.0
02_01_2023_00_16_13;64.0;0.0;29.0;47.0;16.0;44.0;75.0;28.0;97.0;0.0;0.0;31.0;0.0;0.0;94.0;23.0;0.0;100.0
02_01_2023_06_03_23;63.0;0.0;29.0;47.0;16.0;44.0;74.0;27.0;97.0;0.0;0.0;30.0;0.0;0.0;93.0;21.0;0.0;100.0
02_01_2023_06_08_23;62.0;0.0;28.0;46.0;16.0;44.0;74.0;27.0;97.0;0.0;0.0;30.0;0.0;0.0;93.0;21.0;0.0;100.0
02_01_2023_06_13_23;63.0;0.0;29.0;47.0;16.0;44.0;74.0;27.0;97.0;0.0;0.0;30.0;0.0;0.0;93.0;21.0;0.0;100.0
02_01_2023_06_18_23;63.0;0.0;29.0;47.0;16.0;44.0;74.0;27.0;95.0;0.0;0.0;30.0;0.0;0.0;93.0;25.0;1.0;91.0
02_01_2023_06_23_23;63.0;0.0;29.0;47.0;16.0;44.0;74.0;27.0;96.0;0.0;0.0;30.0;0.0;0.0;93.0;26.0;0.0;94.0
02_01_2023_06_28_23;63.0;0.0;29.0;44.0;15.0;44.0;74.0;27.0;96.0;0.0;0.0;30.0;0.0;0.0;93.0;26.0;0.0;94.0
02_01_2023_06_33_23;64.0;0.0;29.0;47.0;16.0;44.0;74.0;27.0;96.0;0.0;0.0;30.0;0.0;0.0;93.0;25.0;0.0;94.0
02_01_2023_06_38_23;63.0;0.0;29.0;47.0;16.0;44.0;74.0;27.0;96.0;0.0;0.0;30.0;0.0;0.0;93.0;25.0;0.0;94.0
02_01_2023_06_43_23;63.0;0.0;33.0;46.0;16.0;43.0;73.0;31.0;96.0;0.0;0.0;30.0;0.0;0.0;92.0;28.0;0.0;91.0
02_01_2023_06_48_23;63.0;0.0;37.0;46.0;16.0;43.0;74.0;35.0;96.0;0.0;0.0;30.0;0.0;0.0;93.0;30.0;0.0;94.0
02_01_2023_06_53_23;63.0;0.0;37.0;46.0;16.0;43.0;74.0;35.0;96.0;0.0;0.0;30.0;0.0;0.0;93.0;22.0;1.0;92.0
02_01_2023_06_58_23;63.0;0.0;37.0;46.0;16.0;43.0;74.0;35.0;96.0;0.0;0.0;30.0;0.0;0.0;93.0;16.0;0.0;94.0
02_01_2023_07_03_23;63.0;0.0;37.0;46.0;16.0;43.0;74.0;35.0;96.0;0.0;0.0;30.0;0.0;0.0;93.0;15.0;0.0;94.0
02_01_2023_07_08_23;63.0;0.0;37.0;46.0;16.0;43.0;74.0;35.0;96.0;0.0;0.0;30.0;0.0;0.0;93.0;4.0;0.0;93.0
02_01_2023_07_13_23;63.0;0.0;37.0;46.0;16.0;43.0;74.0;35.0;95.0;0.0;0.0;41.0;0.0;0.0;93.0;0.0;1.0;92.0
02_01_2023_07_18_23;63.0;0.0;37.0;46.0;16.0;43.0;74.0;35.0;95.0;0.0;0.0;45.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_07_23_23;63.0;0.0;37.0;46.0;16.0;42.0;77.0;35.0;96.0;0.0;0.0;45.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_07_28_23;64.0;0.0;37.0;47.0;16.0;43.0;81.0;35.0;96.0;0.0;0.0;45.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_07_33_23;66.0;0.0;37.0;46.0;15.0;43.0;81.0;35.0;96.0;0.0;0.0;47.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_07_38_23;72.0;0.0;38.0;45.0;14.0;43.0;81.0;35.0;96.0;0.0;0.0;53.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_07_43_23;70.0;0.0;38.0;47.0;15.0;46.0;81.0;35.0;95.0;0.0;0.0;47.0;0.0;0.0;93.0;0.0;0.0;93.0
02_01_2023_07_48_23;72.0;0.0;38.0;48.0;15.0;46.0;80.0;37.0;96.0;0.0;0.0;39.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_07_53_23;72.0;0.0;38.0;48.0;15.0;46.0;81.0;37.0;96.0;0.0;0.0;39.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_07_58_23;72.0;0.0;38.0;47.0;15.0;46.0;81.0;37.0;95.0;0.0;0.0;33.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_08_03_23;75.0;0.0;38.0;49.0;15.0;51.0;80.0;40.0;96.0;0.0;0.0;29.0;0.0;0.0;93.0;1.0;66.0;93.0
02_01_2023_08_08_23;80.0;0.0;38.0;50.0;15.0;52.0;81.0;44.0;96.0;0.0;0.0;29.0;0.0;0.0;93.0;0.0;98.0;95.0
02_01_2023_08_13_23;80.0;0.0;38.0;50.0;15.0;52.0;81.0;44.0;96.0;0.0;0.0;29.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_08_18_23;80.0;0.0;38.0;50.0;15.0;52.0;81.0;44.0;96.0;0.0;0.0;29.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_08_23_23;79.0;0.0;38.0;50.0;15.0;52.0;80.0;44.0;96.0;0.0;0.0;20.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_08_28_23;80.0;0.0;33.0;49.0;15.0;52.0;80.0;44.0;96.0;0.0;0.0;18.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_08_33_23;80.0;0.0;29.0;52.0;15.0;52.0;80.0;44.0;96.0;0.0;0.0;26.0;0.0;0.0;93.0;0.0;97.0;93.0
02_01_2023_08_38_23;89.0;0.0;29.0;52.0;15.0;51.0;79.0;50.0;96.0;0.0;0.0;26.0;0.0;0.0;93.0;0.0;97.0;93.0
02_01_2023_08_43_24;88.0;1.0;28.0;55.0;15.0;51.0;79.0;60.0;95.0;0.0;0.0;36.0;0.0;0.0;92.0;1.0;97.0;92.0
02_01_2023_08_48_24;85.0;1.0;37.0;62.0;15.0;52.0;79.0;68.0;94.0;0.0;0.0;42.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_08_53_24;88.0;0.0;47.0;68.0;15.0;52.0;80.0;78.0;96.0;0.0;0.0;43.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_08_58_24;88.0;0.0;47.0;68.0;15.0;52.0;80.0;78.0;96.0;0.0;0.0;36.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_09_03_24;88.0;0.0;46.0;68.0;15.0;52.0;80.0;78.0;96.0;0.0;0.0;32.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_09_08_24;88.0;0.0;36.0;68.0;15.0;52.0;80.0;78.0;96.0;0.0;0.0;31.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_09_13_24;88.0;0.0;36.0;68.0;15.0;52.0;80.0;78.0;96.0;0.0;0.0;21.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_09_18_24;88.0;0.0;36.0;68.0;15.0;52.0;80.0;78.0;96.0;0.0;0.0;21.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_09_23_24;87.0;0.0;36.0;68.0;15.0;52.0;79.0;78.0;96.0;0.0;0.0;21.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_09_28_24;85.0;0.0;35.0;68.0;15.0;50.0;77.0;88.0;96.0;0.0;0.0;21.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_09_33_24;88.0;0.0;19.0;69.0;15.0;52.0;80.0;92.0;96.0;0.0;0.0;21.0;0.0;0.0;92.0;0.0;96.0;92.0
02_01_2023_09_38_24;87.0;0.0;14.0;70.0;15.0;52.0;80.0;92.0;96.0;5.0;0.0;21.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_09_43_24;88.0;0.0;0.0;70.0;15.0;52.0;80.0;92.0;96.0;13.0;0.0;21.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_09_48_24;88.0;0.0;0.0;69.0;15.0;52.0;80.0;92.0;96.0;13.0;0.0;21.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_09_53_24;88.0;0.0;0.0;69.0;15.0;52.0;80.0;92.0;96.0;13.0;0.0;21.0;0.0;0.0;93.0;0.0;97.0;94.0
02_01_2023_09_58_24;88.0;0.0;0.0;70.0;15.0;52.0;80.0;92.0;96.0;13.0;0.0;21.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_10_03_24;87.0;0.0;0.0;70.0;15.0;52.0;80.0;92.0;96.0;13.0;0.0;29.0;0.0;0.0;93.0;0.0;98.0;93.0
02_01_2023_10_08_24;87.0;0.0;0.0;66.0;15.0;52.0;80.0;92.0;96.0;13.0;0.0;44.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_10_13_24;87.0;0.0;0.0;70.0;15.0;52.0;80.0;92.0;95.0;13.0;1.0;45.0;0.0;1.0;92.0;2.0;95.0;88.0
02_01_2023_10_18_24;88.0;0.0;0.0;73.0;15.0;52.0;80.0;92.0;96.0;13.0;0.0;53.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_10_23_24;88.0;0.0;0.0;74.0;15.0;52.0;80.0;92.0;96.0;13.0;0.0;53.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_10_28_24;87.0;0.0;0.0;74.0;15.0;52.0;80.0;92.0;96.0;13.0;0.0;53.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_10_33_24;87.0;0.0;0.0;76.0;15.0;52.0;80.0;92.0;96.0;13.0;0.0;53.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_10_38_24;87.0;0.0;0.0;76.0;15.0;52.0;80.0;92.0;96.0;13.0;0.0;53.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_10_43_24;87.0;0.0;0.0;76.0;15.0;52.0;80.0;92.0;96.0;13.0;0.0;53.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_10_48_24;88.0;0.0;0.0;76.0;15.0;52.0;80.0;92.0;96.0;13.0;0.0;53.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_10_53_24;87.0;0.0;0.0;73.0;15.0;51.0;77.0;90.0;96.0;13.0;0.0;53.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_10_58_24;87.0;0.0;0.0;72.0;15.0;52.0;80.0;92.0;96.0;13.0;0.0;53.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_11_03_24;86.0;0.0;0.0;69.0;15.0;52.0;80.0;92.0;96.0;13.0;0.0;53.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_11_08_24;87.0;0.0;0.0;68.0;15.0;51.0;77.0;89.0;95.0;13.0;0.0;53.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_11_13_24;88.0;0.0;0.0;68.0;15.0;52.0;80.0;92.0;96.0;13.0;0.0;53.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_11_18_24;88.0;0.0;0.0;68.0;15.0;52.0;80.0;92.0;96.0;13.0;0.0;53.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_11_23_24;88.0;0.0;0.0;68.0;15.0;52.0;80.0;92.0;96.0;13.0;0.0;53.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_11_28_24;88.0;0.0;0.0;68.0;15.0;52.0;80.0;92.0;96.0;14.0;0.0;53.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_11_33_24;88.0;0.0;0.0;68.0;15.0;52.0;80.0;92.0;96.0;13.0;0.0;53.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_11_38_24;88.0;0.0;0.0;68.0;15.0;52.0;80.0;92.0;96.0;13.0;0.0;53.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_11_43_24;88.0;0.0;0.0;68.0;15.0;52.0;80.0;92.0;96.0;13.0;0.0;44.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_11_48_24;88.0;0.0;0.0;67.0;15.0;56.0;80.0;91.0;95.0;16.0;0.0;40.0;0.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_11_53_24;86.0;0.0;13.0;69.0;15.0;58.0;79.0;89.0;90.0;28.0;0.0;40.0;0.0;0.0;92.0;0.0;54.0;93.0
02_01_2023_11_58_24;87.0;0.0;19.0;72.0;15.0;59.0;80.0;92.0;96.0;35.0;0.0;40.0;0.0;0.0;93.0;1.0;97.0;93.0
02_01_2023_12_06_06;89.0;0.0;19.0;71.0;15.0;59.0;80.0;92.0;96.0;35.0;0.0;40.0;0.0;0.0;93.0;0.0;98.0;95.0
02_01_2023_12_11_06;89.0;0.0;19.0;79.0;15.0;59.0;80.0;92.0;96.0;35.0;0.0;40.0;0.0;0.0;93.0;0.0;98.0;97.0
02_01_2023_12_16_06;89.0;0.0;29.0;79.0;20.0;59.0;80.0;92.0;96.0;35.0;0.0;40.0;0.0;0.0;93.0;0.0;98.0;97.0
02_01_2023_12_21_06;88.0;0.0;32.0;83.0;22.0;59.0;80.0;92.0;96.0;35.0;0.0;40.0;0.0;0.0;93.0;0.0;98.0;96.0
02_01_2023_12_26_06;89.0;0.0;33.0;83.0;22.0;59.0;80.0;92.0;96.0;35.0;0.0;40.0;0.0;0.0;93.0;0.0;98.0;95.0
02_01_2023_12_31_06;89.0;0.0;33.0;83.0;22.0;59.0;80.0;92.0;96.0;35.0;0.0;40.0;0.0;0.0;93.0;0.0;98.0;97.0
02_01_2023_12_36_06;89.0;0.0;33.0;83.0;22.0;59.0;80.0;92.0;96.0;35.0;0.0;40.0;0.0;0.0;93.0;0.0;98.0;96.0
02_01_2023_12_41_06;89.0;0.0;33.0;83.0;22.0;59.0;80.0;92.0;96.0;35.0;0.0;40.0;0.0;0.0;93.0;0.0;98.0;96.0
02_01_2023_12_46_06;88.0;0.0;33.0;83.0;22.0;59.0;80.0;92.0;96.0;35.0;0.0;40.0;0.0;0.0;93.0;0.0;98.0;97.0
02_01_2023_12_51_06;89.0;0.0;33.0;81.0;22.0;59.0;80.0;92.0;96.0;35.0;0.0;40.0;0.0;0.0;92.0;0.0;98.0;97.0
02_01_2023_12_56_06;88.0;0.0;33.0;80.0;22.0;59.0;80.0;92.0;96.0;35.0;0.0;40.0;0.0;0.0;93.0;1.0;98.0;96.0
02_01_2023_13_01_06;88.0;0.0;33.0;79.0;22.0;58.0;80.0;92.0;96.0;35.0;0.0;40.0;0.0;0.0;93.0;0.0;97.0;96.0
02_01_2023_13_06_06;89.0;0.0;33.0;79.0;22.0;59.0;80.0;92.0;96.0;35.0;0.0;47.0;0.0;0.0;93.0;0.0;98.0;97.0
02_01_2023_13_11_06;89.0;0.0;33.0;79.0;22.0;58.0;80.0;90.0;96.0;35.0;0.0;52.0;0.0;0.0;93.0;0.0;49.0;96.0
02_01_2023_13_16_06;89.0;0.0;33.0;79.0;22.0;58.0;80.0;78.0;96.0;35.0;0.0;57.0;0.0;0.0;93.0;0.0;0.0;96.0
02_01_2023_13_21_06;89.0;0.0;33.0;79.0;22.0;58.0;80.0;78.0;96.0;35.0;0.0;57.0;0.0;0.0;93.0;0.0;0.0;95.0
02_01_2023_13_26_06;88.0;0.0;33.0;77.0;22.0;58.0;80.0;78.0;96.0;35.0;0.0;57.0;0.0;0.0;93.0;0.0;0.0;95.0
02_01_2023_13_31_06;89.0;0.0;33.0;77.0;22.0;58.0;80.0;74.0;95.0;35.0;0.0;57.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_13_36_06;89.0;0.0;33.0;73.0;22.0;58.0;80.0;63.0;96.0;35.0;0.0;57.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_13_41_06;88.0;0.0;33.0;73.0;22.0;58.0;80.0;63.0;96.0;35.0;0.0;57.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_13_46_06;88.0;0.0;33.0;73.0;22.0;58.0;80.0;63.0;96.0;35.0;0.0;58.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_13_51_06;89.0;0.0;33.0;74.0;21.0;59.0;80.0;49.0;95.0;35.0;0.0;68.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_13_56_06;89.0;0.0;33.0;74.0;22.0;59.0;80.0;47.0;96.0;35.0;0.0;73.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_14_01_06;89.0;0.0;33.0;74.0;22.0;59.0;80.0;47.0;96.0;35.0;0.0;73.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_14_06_06;88.0;0.0;33.0;73.0;22.0;58.0;80.0;47.0;96.0;35.0;0.0;86.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_14_11_06;89.0;0.0;33.0;74.0;22.0;59.0;80.0;47.0;96.0;35.0;0.0;89.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_14_16_06;88.0;0.0;33.0;74.0;22.0;59.0;80.0;40.0;96.0;35.0;0.0;89.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_14_21_06;88.0;0.0;33.0;74.0;22.0;59.0;80.0;35.0;96.0;35.0;0.0;89.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_14_26_06;87.0;0.0;32.0;75.0;22.0;58.0;78.0;33.0;93.0;35.0;0.0;89.0;0.0;0.0;93.0;0.0;1.0;93.0
02_01_2023_14_31_06;88.0;0.0;33.0;76.0;22.0;57.0;80.0;32.0;92.0;35.0;0.0;89.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_14_36_06;87.0;0.0;33.0;76.0;22.0;57.0;80.0;32.0;92.0;35.0;0.0;89.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_14_41_06;88.0;0.0;33.0;76.0;22.0;57.0;80.0;32.0;92.0;35.0;0.0;89.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_14_46_06;87.0;0.0;33.0;76.0;22.0;57.0;80.0;32.0;92.0;35.0;0.0;89.0;0.0;0.0;93.0;0.0;0.0;94.0
02_01_2023_14_51_06;87.0;0.0;32.0;76.0;22.0;57.0;80.0;27.0;92.0;35.0;1.0;88.0;19.0;0.0;91.0;0.0;55.0;93.0
02_01_2023_14_56_06;86.0;0.0;32.0;76.0;22.0;57.0;80.0;26.0;92.0;35.0;0.0;89.0;21.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_15_01_06;86.0;0.0;32.0;77.0;22.0;57.0;80.0;26.0;92.0;35.0;0.0;89.0;21.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_15_06_06;87.0;0.0;33.0;77.0;22.0;57.0;80.0;26.0;92.0;35.0;0.0;89.0;21.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_15_11_06;88.0;0.0;33.0;78.0;22.0;57.0;80.0;26.0;92.0;35.0;0.0;89.0;21.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_15_16_06;88.0;0.0;33.0;78.0;22.0;57.0;80.0;26.0;92.0;35.0;0.0;89.0;21.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_15_21_06;88.0;0.0;33.0;78.0;22.0;57.0;80.0;26.0;92.0;35.0;0.0;89.0;21.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_15_26_06;86.0;0.0;31.0;77.0;22.0;59.0;73.0;24.0;89.0;36.0;1.0;88.0;33.0;3.0;93.0;0.0;97.0;92.0
02_01_2023_15_31_06;88.0;0.0;32.0;87.0;24.0;70.0;77.0;31.0;82.0;51.0;1.0;88.0;46.0;1.0;92.0;1.0;98.0;92.0
02_01_2023_15_36_06;88.0;0.0;33.0;89.0;29.0;71.0;88.0;36.0;93.0;61.0;1.0;89.0;56.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_15_41_06;88.0;0.0;33.0;89.0;29.0;71.0;88.0;36.0;96.0;63.0;0.0;89.0;56.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_15_46_06;87.0;0.0;33.0;89.0;29.0;71.0;88.0;36.0;96.0;63.0;0.0;89.0;44.0;0.0;92.0;0.0;98.0;94.0
02_01_2023_15_51_06;88.0;0.0;33.0;89.0;29.0;71.0;88.0;36.0;96.0;63.0;0.0;89.0;44.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_15_56_06;88.0;0.0;33.0;89.0;29.0;71.0;88.0;32.0;96.0;63.0;0.0;89.0;44.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_16_01_06;88.0;0.0;33.0;89.0;29.0;71.0;88.0;28.0;96.0;63.0;0.0;86.0;38.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_16_06_06;88.0;0.0;33.0;89.0;29.0;71.0;88.0;28.0;96.0;63.0;0.0;88.0;38.0;0.0;93.0;0.0;98.0;94.0
02_01_2023_16_11_06;87.0;0.0;33.0;89.0;29.0;70.0;87.0;34.0;95.0;62.0;0.0;87.0;46.0;1.0;92.0;0.0;97.0;93.0
02_01_2023_16_16_06;88.0;0.0;33.0;90.0;29.0;71.0;88.0;38.0;96.0;63.0;0.0;88.0;50.0;1.0;93.0;0.0;98.0;94.0
02_01_2023_16_21_06;88.0;0.0;33.0;90.0;29.0;71.0;88.0;38.0;96.0;63.0;0.0;88.0;50.0;2.0;93.0;0.0;97.0;94.0
02_01_2023_16_26_06;87.0;0.0;33.0;89.0;29.0;71.0;88.0;38.0;96.0;63.0;0.0;88.0;50.0;6.0;93.0;0.0;96.0;93.0
02_01_2023_16_31_06;88.0;0.0;33.0;89.0;29.0;71.0;88.0;38.0;96.0;63.0;0.0;88.0;50.0;8.0;93.0;0.0;97.0;94.0
